dashboard_id,medewerker_id,snapshot_datum,activiteiten_vandaag,actieve_minuten_vandaag,calorieen_vandaag,gem_hartslag,reeks_weken,totaal_punten,rang_in_org,doel_voortgang_pct
21990,1301,2026-01-14,1,84.6,705,130.0,2,1400,5,150
21991,1367,2026-01-14,1,90.5,754,,2,1550,20,57.0
21992,1432,2026-01-14,1,92.6,771,117.0,3,700,11,43.8
21993,1438,2026-01-14,1,84.8,706,121.0,2,1150,14,47.1
21994,1387,2026-01-17,1,96.4,835,117.0,1,1100,11,88.7
21995,1342,2026-01-17,1,89.4,774,113.0,1,1100,18,121.5
21996,1405,2026-01-17,1,83.4,722,117.0,2,1000,7,148.6
21997,1342,2026-01-18,1,56.4,338,108.0,1,1100,18,121.5
21998,1362,2026-01-18,1,60.0,360,,2,1750,17,93.7
21999,1314,2026-01-18,1,59.2,355,136.0,1,1150,10,133.8
22000,1450,2026-01-18,1,52.1,312,106.0,1,1300,15,24.8
22001,1449,2026-01-18,1,57.9,347,107.0,1,500,19,80.2
22002,1355,2026-01-18,1,52.5,315,128.0,2,950,15,150
22003,1379,2026-01-18,1,55.4,332,109.0,2,250,19,44.4
22004,1313,2026-01-16,1,65.2,1064,138.0,2,2150,16,150
22005,1335,2026-01-16,1,57.4,937,116.0,2,200,12,
22006,1371,2026-01-16,1,54.2,885,122.0,1,400,96,81.7
22007,1457,2026-01-16,1,50.6,826,120.0,2,1650,10,149.0
22008,1458,2026-01-16,1,51.0,833,156.0,1,750,9,120.2
22009,1277,2026-01-16,1,56.6,924,138.0,1,700,11,135.6
22010,1304,2026-01-23,1,72.3,455,140.0,3,800,16,55.3
22011,1284,2026-01-23,1,66.8,420,126.0,2,200,1,150
22012,1310,2026-01-23,1,82.4,519,111.0,1,1250,6,67.5
22013,1335,2026-01-23,1,72.5,456,103.0,3,200,7,
22014,1287,2026-01-23,2,113.7,1050,138.0,3,50,2,79.0
22015,1469,2026-01-23,1,76.0,478,129.0,4,1450,4,105.7
22016,1271,2026-01-23,1,71.1,447,119.0,3,500,20,47.4
22017,1467,2026-01-23,1,46.4,653,135.0,6,800,15,49.9
22018,1404,2026-01-23,1,44.8,630,145.0,1,1450,4,29.9
22019,1453,2026-01-23,1,46.9,660,129.0,1,750,14,49.0
22020,1296,2026-01-23,1,47.4,667,139.0,1,50,5,31.6
22021,1332,2026-01-23,1,46.9,660,128.0,3,400,14,52.1
22022,1391,2026-01-23,1,45.3,637,151.0,2,950,18,18.9
22023,1380,2026-01-23,1,50.9,716,118.0,3,1550,12,88.6
22024,1371,2026-01-23,1,52.9,745,130.0,2,400,11,88.4
22025,1412,2026-01-19,1,64.3,85,110.0,2,950,3,
22026,1383,2026-01-19,2,121.7,500,110.5,3,650,3,88.3
22027,1467,2026-01-19,1,58.3,77,,6,800,15,49.9
22028,1434,2026-01-19,1,58.0,77,,3,1450,17,38.8
22029,1301,2026-01-21,1,57.4,610,130.0,3,1400,5,63.8
22030,1453,2026-01-21,1,56.0,595,123.0,1,750,14,49.0
22031,1449,2026-01-21,1,54.9,583,105.0,2,500,10,65.7
22032,1279,2026-01-21,1,66.2,703,120.0,3,1550,8,104.5
22033,1278,2026-01-21,1,68.7,730,140.0,1,550,17,
22034,1362,2026-01-19,1,69.5,479,121.0,3,1750,13,55.8
22035,1302,2026-01-19,1,68.3,471,140.0,3,50,15,45.5
22036,1395,2026-01-19,1,62.6,431,131.0,4,250,18,52.2
22037,1337,2026-01-19,1,57.3,395,133.0,1,750,10,19.1
22038,1308,2026-01-19,1,60.3,416,134.0,2,1750,17,20.1
22039,1406,2026-01-19,1,61.1,421,111.0,3,850,17,40.7
22040,1418,2026-01-19,1,53.9,371,114.0,2,900,44,
22041,1274,2026-01-24,1,61.0,111,103.0,2,250,182,33.9
22042,1427,2026-01-24,1,55.6,101,117.0,3,200,11,37.1
22043,1371,2026-01-24,1,53.2,97,97.0,2,400,11,88.4
22044,1282,2026-01-24,1,57.3,105,103.0,3,1000,12,31.8
22045,1284,2026-01-24,1,57.7,105,99.0,2,200,1,150
22046,1279,2026-01-24,1,59.2,108,107.0,3,1550,8,104.5
22047,1383,2026-01-24,1,63.8,116,112.0,3,650,3,88.3
22048,1379,2026-01-24,1,59.8,109,100.0,3,250,19,28.5
22049,1441,2026-01-24,1,36.8,518,,3,250,124,40.9
22050,1393,2026-01-24,1,21.5,302,129.0,4,250,18,40.2
22051,1362,2026-01-24,1,31.0,436,128.0,3,1750,13,55.8
22052,1430,2026-01-24,1,26.9,378,148.0,1,950,18,11.2
22053,1352,2026-01-24,1,36.9,519,138.0,2,1300,13,24.6
22054,1344,2026-01-24,1,30.8,433,123.0,2,250,141,
22055,1433,2026-01-24,1,23.6,332,123.0,2,1350,8,11.2
22056,1407,2026-01-24,1,29.1,409,107.0,3,1800,18,16.2
22057,1287,2026-01-24,1,25.8,363,140.0,3,50,2,79.0
22058,1393,2026-01-19,1,62.9,377,126.0,4,250,18,40.2
22059,1326,2026-01-19,1,71.6,429,126.0,3,200,12,47.7
22060,1310,2026-01-19,1,59.3,355,106.0,1,1250,6,67.5
22061,1341,2026-01-19,1,56.1,336,135.0,2,550,5,142.8
22062,1409,2026-01-19,1,56.4,338,143.0,2,550,10,18.8
22063,1284,2026-01-19,1,63.1,378,118.0,2,200,1,150
22064,1449,2026-01-19,1,63.3,379,115.0,2,500,10,65.7
22065,1456,2026-01-20,1,91.1,835,114.0,3,400,15,75.9
22066,1292,2026-01-20,1,81.6,747,126.0,1,1750,14,34.0
22067,1346,2026-01-20,2,127.0,949,114.0,1,1250,9,60.5
22068,1370,2026-01-20,1,84.8,777,115.0,1,1100,155,
22069,1342,2026-01-20,1,87.5,802,117.0,2,1100,18,72.9
22070,1330,2026-01-20,1,98.7,904,,1,400,1,
22071,1335,2026-01-22,1,58.2,366,105.0,3,200,7,
22072,1462,2026-01-22,1,61.4,386,130.0,3,1150,11,40.9
22073,1380,2026-01-22,1,55.4,349,,3,1550,12,88.6
22074,1438,2026-01-24,1,121.0,1008,117.0,3,1150,20,67.2
22075,1348,2026-01-24,1,112.6,938,132.0,2,1300,4,93.8
22076,1469,2026-01-24,1,114.2,951,133.0,4,1450,4,105.7
22077,1300,2026-01-24,1,120.5,1004,121.0,2,700,19,40.2
22078,1341,2026-01-24,1,115.2,960,135.0,2,550,5,142.8
22079,1304,2026-01-20,1,27.3,68,118.0,3,800,16,55.3
22080,1317,2026-01-20,1,26.6,66,112.0,4,1250,10,22.2
22081,1287,2026-01-20,1,26.4,66,119.0,3,50,2,79.0
22082,1432,2026-01-20,1,27.2,68,108.0,4,700,11,9.1
22083,1369,2026-01-20,1,25.2,63,102.0,3,250,9,14.0
22084,1399,2026-01-20,1,25.9,64,112.0,3,1750,4,12.3
22085,1272,2026-01-20,1,31.8,79,,1,1500,11,
22086,1434,2026-01-20,1,35.2,87,129.0,3,1450,17,38.8
22087,1347,2026-01-20,1,36.8,91,115.0,1,450,3,30.7
22088,1355,2026-01-20,1,35.2,87,109.0,3,950,15,39.1
22089,1284,2026-01-20,1,29.9,74,109.0,2,200,1,150
22090,1383,2026-01-31,1,79.9,692,124.0,4,650,3,59.5
22091,1342,2026-01-31,2,156.3,1353,113.0,3,1100,4,150
22092,1392,2026-01-31,1,85.8,743,123.0,1,850,12,78.3
22093,1272,2026-01-31,1,90.2,781,121.0,2,1500,3,
22094,1337,2026-01-31,1,90.4,783,136.0,2,750,16,67.8
22095,1348,2026-01-31,1,86.5,749,132.0,3,1300,5,150
22096,1414,2026-01-31,1,89.8,778,124.0,1,1050,10,68.4
22097,1427,2026-01-31,1,89.7,777,,4,200,11,59.8
22098,1305,2026-01-29,1,41.0,577,141.0,1,250,118,99.5
22099,1285,2026-01-29,1,45.3,637,153.0,1,800,116,50.3
22100,1383,2026-01-29,1,45.0,633,127.0,4,650,3,59.5
22101,1286,2026-01-29,1,49.8,701,,1,250,114,20.8
22102,1423,2026-01-29,1,40.5,570,127.0,1,1750,11,16.9
22103,1469,2026-01-29,1,43.1,606,148.0,5,1450,4,23.9
22104,1372,2026-01-30,1,56.3,103,118.0,1,50,13,76.7
22105,1355,2026-01-30,1,65.1,119,,4,950,15,124.2
22106,1313,2026-01-30,1,52.4,96,105.0,1,2150,14,150
22107,1298,2026-01-30,1,56.6,103,109.0,1,300,11,66.5
22108,1313,2026-01-27,1,49.4,395,121.0,1,2150,14,150
22109,1355,2026-01-27,1,46.7,373,126.0,4,950,15,124.2
22110,1378,2026-02-01,1,43.0,577,121.0,1,600,1,81.3
22111,1433,2026-02-01,1,43.6,585,120.0,3,1350,8,20.8
22112,1382,2026-02-01,1,42.8,574,125.0,1,500,5,20.4
22113,1392,2026-02-01,1,45.3,608,134.0,1,850,12,78.3
22114,1330,2026-01-26,1,104.4,957,129.0,2,400,15,
22115,1272,2026-01-26,1,107.3,983,116.0,2,1500,3,
22116,1378,2026-01-26,1,103.4,947,108.0,1,600,1,81.3
22117,1363,2026-01-26,1,100.0,916,127.0,1,2250,3,33.3
22118,1308,2026-01-26,1,99.9,915,127.0,3,1750,19,53.6
22119,1466,2026-01-26,1,99.3,910,122.0,1,1750,19,41.4
22120,1370,2026-01-26,2,148.7,1309,106.0,2,1100,33,
22121,1342,2026-01-26,1,100.1,917,112.0,3,1100,4,150
22122,1345,2026-01-26,3,218.4,1473,125.3,1,950,2,150
22123,1281,2026-01-31,1,62.1,113,118.0,1,600,15,20.7
22124,1453,2026-01-31,1,53.4,97,110.0,2,750,14,69.5
22125,1367,2026-01-31,1,67.2,123,111.0,1,1550,20,43.5
22126,1372,2026-01-31,1,68.9,126,116.0,1,50,13,76.7
22127,1300,2026-01-31,1,62.2,114,106.0,3,700,19,20.7
22128,1361,2026-01-31,2,127.6,669,128.0,1,800,17,70.9
22129,1341,2026-01-31,2,111.4,571,130.0,3,550,5,92.8
22130,1326,2026-01-31,1,55.2,101,106.0,4,200,12,92.3
22131,1413,2026-01-31,1,61.2,112,104.0,1,1400,6,77.4
22132,1274,2026-01-31,2,122.5,651,107.0,3,250,77,68.1
22133,1371,2026-01-31,1,63.2,115,100.0,3,400,7,150
22134,1410,2026-01-31,1,63.7,116,125.0,1,1000,1,40.5
22135,1428,2026-01-31,1,47.5,87,105.0,1,1350,20,89.1
22136,1313,2026-01-31,1,53.3,97,110.0,1,2150,14,150
22137,1446,2026-01-31,1,54.5,99,102.0,1,2000,6,26.0
22138,1277,2026-01-31,2,114.3,586,127.5,1,700,11,127.0
22139,1390,2026-01-31,1,61.8,113,110.0,1,550,14,41.2
22140,1271,2026-01-31,1,67.4,123,106.0,4,500,20,87.1
22141,1345,2026-01-31,1,55.7,102,121.0,1,950,2,150
22142,1326,2026-02-01,1,83.3,166,118.0,4,200,12,92.3
22143,1434,2026-02-01,1,77.3,154,123.0,4,1450,17,32.2
22144,1310,2026-02-01,2,128.1,492,104.0,2,1250,6,61.0
22145,1373,2026-02-01,1,85.5,171,105.0,1,1000,2,35.6
22146,1413,2026-02-01,1,78.2,156,96.0,1,1400,6,77.4
22147,1414,2026-02-01,1,50.6,303,118.0,1,1050,10,68.4
22148,1367,2026-02-01,1,63.3,379,,1,1550,20,43.5
22149,1372,2026-02-01,1,58.8,352,119.0,1,50,13,76.7
22150,1292,2026-02-01,1,64.5,387,125.0,2,1750,14,26.9
22151,1450,2026-02-01,1,50.5,303,104.0,1,1300,6,104.2
22152,1275,2026-02-01,1,71.6,429,140.0,1,600,6,42.6
22153,1438,2026-02-01,1,67.0,402,117.0,4,1150,20,37.2
22154,1290,2026-02-01,1,58.9,353,128.0,1,1750,9,39.3
22155,1406,2026-02-01,1,54.5,327,106.0,4,850,17,65.7
22156,1317,2026-02-01,1,52.8,316,125.0,5,1250,10,127.0
22157,1387,2026-02-01,1,61.4,368,123.0,1,1100,8,88.4
22158,1445,2026-01-30,1,55.2,331,122.0,1,1100,142,
22159,1392,2026-01-30,1,56.8,340,117.0,1,850,12,78.3
22160,1275,2026-01-30,1,56.2,337,,1,600,6,42.6
22161,1352,2026-01-30,1,59.9,359,,3,1300,13,73.9
22162,1391,2026-01-30,1,63.9,383,140.0,3,950,9,89.5
22163,1291,2026-01-30,1,69.1,414,125.0,1,450,20,
22164,1366,2026-01-30,1,56.9,341,,1,1850,16,40.4
22165,1468,2026-01-27,1,57.6,397,112.0,1,1050,19,19.2
22166,1410,2026-01-27,1,57.9,399,128.0,1,1000,1,40.5
22167,1346,2026-01-27,2,170.2,1443,117.5,2,1250,1,150
22168,1418,2026-01-27,1,52.7,363,,3,900,198,
22169,1467,2026-01-27,1,67.0,462,109.0,7,800,15,31.9
22170,1352,2026-01-31,1,50.9,441,,3,1300,13,73.9
22171,1450,2026-01-31,1,60.3,522,112.0,1,1300,6,104.2
22172,1387,2026-01-31,1,45.7,396,126.0,1,1100,8,88.4
22173,1458,2026-01-31,1,65.1,564,138.0,1,750,9,62.0
22174,1316,2026-01-31,1,50.0,433,106.0,1,50,183,
22175,1402,2026-01-27,1,46.1,368,110.0,1,1700,5,51.2
22176,1366,2026-01-27,1,40.1,320,111.0,1,1850,16,40.4
22177,1371,2026-01-27,1,53.8,430,111.0,3,400,7,150
22178,1287,2026-01-27,1,52.5,420,132.0,4,50,2,25.0
22179,1458,2026-01-27,1,46.5,372,136.0,1,750,9,62.0
22180,1298,2026-01-27,1,46.3,370,120.0,1,300,11,66.5
22181,1288,2026-01-30,1,113.1,942,,1,500,85,53.9
22182,1346,2026-01-30,1,97.2,810,123.0,2,1250,1,150
22183,1452,2026-01-30,1,107.8,898,123.0,1,350,8,59.9
22184,1348,2026-01-30,1,95.1,792,138.0,3,1300,5,150
22185,1314,2026-01-30,1,112.0,933,139.0,1,1150,10,124.4
22186,1387,2026-01-30,1,105.1,875,118.0,1,1100,8,88.4
22187,1428,2026-01-30,1,112.9,940,119.0,1,1350,20,89.1
22188,1321,2026-01-30,1,104.8,873,123.0,1,1100,1,34.9
22189,1450,2026-01-30,1,108.1,900,115.0,1,1300,6,104.2
22190,1457,2026-01-30,1,106.6,888,109.0,1,1650,18,150
22191,1305,2026-01-30,1,108.2,901,127.0,1,250,187,99.5
22192,1460,2026-01-30,1,104.9,874,112.0,1,550,10,69.9
22193,1441,2026-01-26,1,68.4,68,105.0,4,250,184,76.0
22194,1395,2026-01-26,1,62.8,62,121.0,5,250,18,52.3
22195,1457,2026-01-26,1,61.3,61,95.0,1,1650,18,150
22196,1404,2026-01-26,1,63.0,63,115.0,2,1450,4,102.9
22197,1449,2026-01-26,1,63.4,63,,3,500,10,35.2
22198,1347,2026-01-26,2,154.9,809,110.5,2,450,3,129.1
22199,1411,2026-01-26,1,56.1,56,113.0,1,1850,2,31.2
22200,1408,2026-01-26,1,57.1,57,85.0,1,400,117,
22201,1346,2026-01-26,1,57.6,57,100.0,2,1250,1,150
22202,1369,2026-01-26,1,49.9,49,100.0,4,250,9,65.2
22203,1348,2026-01-26,1,62.8,62,116.0,3,1300,5,150
22204,1391,2026-01-26,1,57.0,57,118.0,3,950,9,89.5
22205,1271,2026-01-26,1,63.2,63,108.0,4,500,20,87.1
22206,1391,2026-01-27,1,93.9,860,140.0,3,950,9,89.5
22207,1317,2026-01-27,1,99.6,913,124.0,5,1250,10,127.0
22208,1304,2026-01-27,1,87.2,799,,4,800,16,48.4
22209,1272,2026-01-27,1,86.8,795,116.0,2,1500,3,
22210,1324,2026-01-26,1,45.6,364,115.0,1,1250,3,30.4
22211,1430,2026-01-26,1,49.4,395,134.0,2,950,18,20.6
22212,1393,2026-01-26,1,45.9,367,133.0,5,250,18,21.9
22213,1409,2026-01-26,1,54.9,439,,3,550,10,18.3
22214,1325,2026-01-26,1,46.8,374,131.0,1,450,20,
22215,1406,2026-01-26,1,44.1,352,113.0,4,850,17,65.7
22216,1301,2026-01-26,1,45.2,361,127.0,4,1400,5,50.2
22217,1405,2026-01-27,1,122.9,1126,107.0,1,1000,7,81.9
22218,1337,2026-01-27,1,112.9,1034,137.0,2,750,16,67.8
22219,1415,2026-01-27,1,118.6,1087,130.0,1,1500,9,79.1
22220,1330,2026-01-27,1,124.8,1144,,2,400,15,
22221,1284,2026-01-27,1,121.5,1113,123.0,3,200,1,135.0
22222,1394,2026-01-27,1,122.7,1124,104.0,1,200,6,40.9
22223,1453,2026-01-26,1,92.6,740,131.0,2,750,14,69.5
22224,1381,2026-01-26,1,80.5,644,138.0,1,400,17,95.6
22225,1298,2026-01-26,1,96.6,772,,1,300,11,66.5
22226,1456,2026-01-26,1,92.9,743,107.0,4,400,15,77.4
22227,1414,2026-01-28,1,64.8,912,,1,1050,10,68.4
22228,1407,2026-01-28,1,58.6,825,127.0,4,1800,18,32.6
22229,1296,2026-01-28,1,57.0,802,148.0,2,50,5,38.0
22230,1369,2026-01-28,1,67.5,950,129.0,4,250,9,65.2
22231,1308,2026-01-28,1,61.0,859,138.0,3,1750,19,53.6
22232,1432,2026-01-28,1,61.1,860,129.0,5,700,11,20.4
22233,1381,2026-02-01,1,91.6,732,137.0,1,400,17,95.6
22234,1371,2026-02-01,1,93.5,748,,3,400,7,150
22235,1454,2026-02-01,1,93.0,744,116.0,1,450,81,38.8
22236,1404,2026-02-01,1,91.3,730,123.0,2,1450,4,102.9
22237,1378,2026-02-08,2,105.2,1122,121.5,2,600,1,150
22238,1466,2026-02-08,1,72.1,454,128.0,2,1750,18,64.7
22239,1469,2026-02-08,1,62.3,392,127.0,6,1450,4,34.6
22240,1420,2026-02-08,1,47.7,779,117.0,1,950,13,
22241,1313,2026-02-08,1,46.0,751,136.0,2,2150,20,150
22242,1381,2026-02-08,1,39.1,638,151.0,2,400,17,21.7
22243,1402,2026-02-08,1,47.2,770,122.0,2,1700,5,52.4
22244,1453,2026-02-08,1,46.1,752,128.0,3,750,14,62.0
22245,1468,2026-02-08,1,44.5,726,127.0,2,1050,19,30.9
22246,1310,2026-02-08,1,52.4,855,117.0,3,1250,12,93.4
22247,1393,2026-02-08,1,47.4,774,143.0,6,250,18,22.6
22248,1456,2026-02-08,1,43.0,702,118.0,5,400,10,150
22249,1308,2026-02-06,2,139.7,1183,128.5,4,1750,19,46.6
22250,1363,2026-02-06,1,76.3,839,140.0,2,2250,3,39.2
22251,1331,2026-02-06,1,70.4,774,124.0,1,200,14,142.5
22252,1428,2026-02-06,2,156.8,1343,117.0,2,1350,4,143.5
22253,1432,2026-02-06,1,69.9,768,114.0,6,700,17,52.7
22254,1414,2026-02-06,2,132.2,1148,136.0,2,1050,10,44.1
22255,1290,2026-02-06,2,160.2,1348,121.0,2,1750,15,106.8
22256,1355,2026-02-06,1,77.8,855,131.0,5,950,6,150
22257,1271,2026-02-06,1,76.4,840,116.0,5,500,20,89.8
22258,1285,2026-02-06,1,74.2,816,137.0,2,800,114,82.4
22259,1332,2026-02-06,1,67.0,737,134.0,1,400,14,74.4
22260,1457,2026-02-06,1,68.2,750,121.0,2,1650,18,121.4
22261,1466,2026-02-06,1,83.2,915,118.0,2,1750,18,64.7
22262,1460,2026-02-07,1,80.9,509,102.0,2,550,10,82.4
22263,1464,2026-02-07,1,73.2,461,113.0,1,400,40,
22264,1318,2026-02-07,1,80.7,508,137.0,1,1750,162,65.7
22265,1438,2026-02-07,1,75.0,472,123.0,5,1150,20,41.7
22266,1456,2026-02-07,1,80.9,509,105.0,5,400,10,150
22267,1341,2026-02-07,1,79.2,498,132.0,4,550,5,66.0
22268,1279,2026-02-04,1,44.2,530,125.0,1,1550,8,36.8
22269,1445,2026-02-04,1,41.5,498,127.0,2,1100,162,
22270,1302,2026-02-04,1,39.1,469,,1,50,3,118.3
22271,1291,2026-02-04,1,46.4,556,,2,450,20,
22272,1423,2026-02-04,1,53.0,636,116.0,2,1750,11,87.6
22273,1362,2026-02-04,1,34.3,411,131.0,1,1750,13,69.1
22274,1318,2026-02-04,1,37.5,450,136.0,1,1750,32,65.7
22275,1406,2026-02-04,1,54.4,652,123.0,5,850,7,150
22276,1392,2026-02-04,1,51.0,612,124.0,2,850,2,119.0
22277,1312,2026-02-04,1,41.4,496,116.0,1,1700,5,89.8
22278,1460,2026-02-04,1,42.7,512,119.0,2,550,10,82.4
22279,1457,2026-02-04,1,41.1,328,110.0,2,1650,18,121.4
22280,1430,2026-02-04,1,41.0,328,125.0,3,950,18,17.1
22281,1363,2026-02-04,1,41.2,329,133.0,2,2250,3,39.2
22282,1272,2026-02-04,1,47.5,380,120.0,3,1500,3,
22283,1372,2026-02-04,1,34.8,278,132.0,2,50,13,14.5
22284,1380,2026-02-04,1,30.4,243,,1,1550,12,25.3
22285,1468,2026-02-04,1,48.1,384,114.0,2,1050,19,30.9
22286,1321,2026-02-04,1,41.4,331,121.0,2,1100,9,73.1
22287,1327,2026-02-03,1,67.4,465,120.0,1,1250,6,32.1
22288,1272,2026-02-03,1,60.1,414,121.0,3,1500,3,
22289,1337,2026-02-03,1,66.5,458,137.0,3,750,16,45.7
22290,1450,2026-02-03,1,64.3,443,108.0,2,1300,8,109.5
22291,1271,2026-02-03,1,58.3,402,121.0,5,500,20,89.8
22292,1394,2026-02-03,1,47.4,327,116.0,2,200,6,15.8
22293,1387,2026-02-03,1,56.2,387,120.0,2,1100,13,61.3
22294,1355,2026-02-03,1,65.2,449,124.0,5,950,6,150
22295,1446,2026-02-03,1,60.1,414,118.0,2,2000,6,28.6
22296,1302,2026-02-03,1,64.7,446,,1,50,3,118.3
22297,1366,2026-02-03,1,60.3,416,103.0,2,1850,16,25.1
22298,1355,2026-02-02,1,92.5,770,119.0,5,950,6,150
22299,1373,2026-02-02,1,91.0,758,,2,1000,2,37.9
22300,1470,2026-02-02,1,89.4,745,111.0,1,800,16,90.9
22301,1339,2026-02-02,1,90.2,751,,1,2200,73,60.1
22302,1277,2026-02-02,1,82.7,689,139.0,2,700,11,91.9
22303,1312,2026-02-02,1,93.3,777,113.0,1,1700,5,89.8
22304,1441,2026-02-02,1,80.9,674,139.0,5,250,145,89.9
22305,1378,2026-02-02,2,170.1,1416,120.0,2,600,1,150
22306,1310,2026-02-06,1,65.2,565,113.0,3,1250,12,93.4
22307,1379,2026-02-06,1,59.3,513,117.0,1,250,19,28.2
22308,1367,2026-02-06,1,58.2,504,129.0,2,1550,19,48.7
22309,1413,2026-02-06,1,61.5,533,128.0,2,1400,6,34.2
22310,1302,2026-02-06,1,58.7,508,129.0,1,50,3,118.3
22311,1337,2026-02-06,1,70.6,611,130.0,3,750,16,45.7
22312,1392,2026-02-06,2,148.7,1288,120.5,2,850,2,119.0
22313,1423,2026-02-02,1,91.2,760,126.0,2,1750,11,87.6
22314,1432,2026-02-02,1,88.3,735,122.0,6,700,17,52.7
22315,1305,2026-02-02,1,88.5,737,,2,250,25,59.0
22316,1370,2026-02-02,1,88.8,740,107.0,3,1100,196,
22317,1392,2026-02-02,1,86.0,716,122.0,2,850,2,119.0
22318,1309,2026-02-02,1,96.4,803,126.0,1,200,7,32.1
22319,1362,2026-02-02,1,90.1,750,118.0,1,1750,13,69.1
22320,1321,2026-02-02,1,83.9,699,126.0,2,1100,9,73.1
22321,1406,2026-02-02,1,94.5,787,104.0,5,850,7,150
22322,1369,2026-02-05,1,87.0,600,122.0,5,250,9,48.3
22323,1428,2026-02-05,1,101.5,700,107.0,2,1350,4,143.5
22324,1451,2026-02-05,1,97.5,672,106.0,1,1550,14,50.1
22325,1452,2026-02-05,1,95.0,655,110.0,2,350,5,144.1
22326,1331,2026-02-05,1,100.6,694,130.0,1,200,14,142.5
22327,1313,2026-02-05,1,96.2,663,121.0,2,2150,20,150
22328,1367,2026-02-05,1,87.9,606,129.0,2,1550,19,48.7
22329,1292,2026-02-05,1,97.0,669,124.0,3,1750,14,40.4
22330,1408,2026-02-07,1,25.7,25,94.0,2,400,175,
22331,1287,2026-02-07,1,20.2,20,115.0,5,50,2,9.6
22332,1387,2026-02-07,1,22.9,22,110.0,2,1100,13,61.3
22333,1314,2026-02-07,1,17.0,17,111.0,2,1150,10,18.9
22334,1451,2026-02-07,1,22.7,22,101.0,1,1550,14,50.1
22335,1302,2026-02-07,1,15.0,15,113.0,1,50,3,118.3
22336,1387,2026-02-06,1,68.1,408,120.0,2,1100,13,61.3
22337,1450,2026-02-06,2,165.6,1235,112.0,2,1300,8,109.5
22338,1298,2026-02-06,1,74.4,446,,2,300,11,24.8
22339,1288,2026-02-06,1,78.3,469,123.0,2,500,32,37.3
22340,1348,2026-02-06,1,74.1,444,140.0,4,1300,5,61.7
22341,1449,2026-02-06,1,78.3,469,101.0,4,500,10,43.5
22342,1284,2026-02-06,1,80.8,484,115.0,4,200,1,89.8
22343,1452,2026-02-06,2,164.4,1215,119.5,2,350,5,144.1
22344,1304,2026-02-06,1,71.7,430,126.0,5,800,16,39.8
22345,1378,2026-02-06,1,71.5,429,115.0,2,600,1,150
22346,1423,2026-02-06,1,66.0,396,108.0,2,1750,11,87.6
22347,1310,2026-02-03,1,78.6,720,113.0,3,1250,12,93.4
22348,1454,2026-02-03,1,78.9,723,,2,450,101,32.9
22349,1281,2026-02-03,1,69.5,637,121.0,2,600,15,23.2
22350,1330,2026-02-03,1,65.4,599,135.0,3,400,15,
22351,1274,2026-02-03,1,69.9,640,116.0,4,250,86,38.8
22352,1342,2026-02-03,1,63.2,579,,4,1100,4,52.7
22353,1470,2026-02-03,1,74.3,681,110.0,1,800,16,90.9
22354,1316,2026-02-06,1,82.5,715,111.0,2,50,79,
22355,1462,2026-02-06,1,89.7,777,142.0,1,1150,11,59.8
22356,1458,2026-02-06,1,98.7,855,140.0,2,750,9,54.8
22357,1326,2026-02-06,1,80.8,700,126.0,5,200,12,53.9
22358,1349,2026-02-06,1,86.7,751,131.0,1,2050,7,72.2
22359,1361,2026-02-06,1,82.9,718,137.0,2,800,17,46.1
22360,1433,2026-02-06,1,93.4,809,117.0,4,1350,8,44.5
22361,1321,2026-02-06,1,94.1,815,130.0,2,1100,9,73.1
22362,1406,2026-02-06,1,90.8,786,113.0,5,850,7,150
22363,1453,2026-02-06,1,84.2,729,117.0,3,750,14,62.0
22364,1456,2026-02-06,1,92.3,799,111.0,5,400,10,150
22365,1388,2026-02-14,1,53.9,625,112.0,1,900,12,125.8
22366,1367,2026-02-14,1,55.8,647,131.0,3,1550,7,41.3
22367,1438,2026-02-14,1,64.2,744,,6,1150,20,58.6
22368,1294,2026-02-14,1,57.8,670,121.0,1,1250,10,
22369,1314,2026-02-14,1,58.5,678,137.0,3,1150,10,114.6
22370,1413,2026-02-14,1,57.7,669,124.0,3,1400,6,50.7
22371,1328,2026-02-14,1,62.6,726,128.0,1,550,9,
22372,1288,2026-02-14,1,66.8,774,140.0,3,500,10,78.2
22373,1305,2026-02-14,1,64.3,745,,3,250,17,83.2
22374,1466,2026-02-14,1,43.1,474,120.0,3,1750,6,52.8
22375,1347,2026-02-14,1,40.8,448,122.0,1,450,3,34.0
22376,1369,2026-02-14,1,44.2,486,115.0,6,250,9,24.6
22377,1392,2026-02-15,1,90.1,750,,3,850,2,37.5
22378,1321,2026-02-15,2,113.5,1083,133.0,3,1100,3,65.1
22379,1416,2026-02-15,1,93.0,775,,1,1050,39,62.0
22380,1388,2026-02-15,1,97.0,808,98.0,1,900,12,125.8
22381,1274,2026-02-15,1,91.7,764,126.0,5,250,59,50.9
22382,1288,2026-02-15,1,97.4,811,122.0,3,500,10,78.2
22383,1317,2026-02-15,1,91.2,760,128.0,1,1250,10,76.0
22384,1427,2026-02-15,1,88.0,733,123.0,1,200,11,58.7
22385,1456,2026-02-15,3,190.1,1880,113.7,6,400,2,150
22386,1378,2026-02-15,3,237.4,2137,117.7,3,600,1,150
22387,1434,2026-02-12,1,59.3,630,138.0,1,1450,5,58.2
22388,1449,2026-02-12,1,54.8,582,99.0,5,500,10,30.4
22389,1383,2026-02-12,1,59.4,631,,1,650,15,64.8
