aanwezigheid_id,deelname_id,medewerker_id,activiteit_id,check_in_tijd,check_out_tijd,werkelijke_duur_min,geschatte_calorieen,hartslag_gem,hartslag_piek
28757,48989,1757,4904,2026-03-07 10:17:00,2026-03-07 11:22:00,65.0,130,125,
28758,48996,1759,4906,2026-03-05 18:41:00,2026-03-05 19:35:54,54.9,411,106,138
28759,48997,1568,4906,2026-03-05 18:32:00,2026-03-05 19:31:24,59.4,445,122,148
28760,48998,1733,4906,2026-03-05 18:38:00,2026-03-05 19:40:24,62.4,468,128,145
28761,48999,1658,4906,2026-03-05 18:42:00,2026-03-05 19:43:12,61.2,459,129,158
28762,49000,1650,4906,2026-03-05 18:31:00,2026-03-05 19:34:54,63.9,479,121,156
28763,49001,1644,4906,2026-03-05 18:25:00,2026-03-05 19:28:12,63.2,474,138,173
28764,49003,1621,4906,2026-03-05 18:43:00,2026-03-05 19:37:12,54.2,406,136,
28765,49004,1654,4906,2026-03-05 18:37:00,2026-03-05 19:42:24,65.4,490,,153
28766,49005,1570,4906,2026-03-05 18:35:00,2026-03-05 19:36:54,61.9,464,119,
28767,49007,1705,4907,2026-03-08 11:37:00,2026-03-08 12:18:54,41.9,104,,147
28768,49008,1586,4907,2026-03-08 11:38:00,2026-03-08 12:21:54,43.9,109,97,122
28769,49009,1644,4907,2026-03-08 11:44:00,2026-03-08 12:28:06,44.1,110,120,155
28770,49010,1605,4907,2026-03-08 11:45:00,2026-03-08 12:29:18,44.3,110,117,141
28771,49011,1713,4907,2026-03-08 11:37:00,2026-03-08 12:25:24,48.4,120,100,129
28772,49013,1758,4907,2026-03-08 11:24:00,2026-03-08 12:13:36,49.6,123,98,124
28773,49014,1724,4907,2026-03-08 11:30:00,2026-03-08 12:21:36,51.6,129,112,133
28774,49015,1686,4907,2026-03-08 11:44:00,2026-03-08 12:31:54,47.9,119,113,145
28775,49016,1609,4907,2026-03-08 11:34:00,2026-03-08 12:15:54,41.9,104,113,144
28776,49017,1657,4907,2026-03-08 11:28:00,2026-03-08 12:10:36,42.6,106,106,130
28777,49018,1595,4907,2026-03-08 11:35:00,2026-03-08 12:19:06,44.1,110,101,114
28778,49020,1747,4907,2026-03-08 11:20:00,2026-03-08 11:54:42,34.7,86,105,136
28779,49021,1635,4907,2026-03-08 11:38:00,2026-03-08 12:25:48,47.8,119,120,147
28780,49022,1734,4907,2026-03-08 11:34:00,2026-03-08 12:18:18,44.3,110,108,
28781,49023,1562,4907,2026-03-08 11:21:00,2026-03-08 11:57:36,36.6,91,,131
28782,49025,1594,4907,2026-03-08 11:34:00,2026-03-08 12:10:18,36.3,90,99,113
28783,49028,1697,4908,2026-03-05 18:04:00,2026-03-05 18:43:06,39.1,430,141,157
28784,49044,1621,4910,2026-03-02 12:25:00,2026-03-02 13:29:42,64.7,1056,145,155
28785,49045,1717,4910,2026-03-02 12:33:00,2026-03-02 13:32:42,59.7,975,147,181
28786,49046,1572,4910,2026-03-02 12:42:00,2026-03-02 13:44:30,62.5,1020,,140
28787,49047,1711,4910,2026-03-02 12:30:00,2026-03-02 13:30:48,60.8,993,124,157
28788,49048,1647,4910,2026-03-02 12:34:00,2026-03-02 13:31:54,57.9,945,,167
28789,49049,1710,4910,2026-03-02 12:30:00,2026-03-02 13:29:24,59.4,970,,
28790,49050,1617,4910,2026-03-02 12:24:00,2026-03-02 13:28:42,64.7,1056,151,180
28791,49051,1719,4910,2026-03-02 12:43:00,2026-03-02 13:51:36,68.6,1120,136,
28792,49053,1737,4910,2026-03-02 12:35:00,2026-03-02 13:35:42,60.7,991,130,141
28793,49054,1590,4910,2026-03-02 12:41:00,2026-03-02 13:36:24,55.4,904,147,177
28794,49055,1750,4910,2026-03-02 12:28:00,2026-03-02 13:26:36,58.6,957,133,144
28795,49058,1606,4910,2026-03-02 12:29:00,2026-03-02 13:35:30,66.5,1086,133,158
28796,49059,1713,4910,2026-03-02 12:21:00,2026-03-02 13:13:36,52.6,859,129,164
28797,49060,1681,4911,2026-03-03 19:13:00,2026-03-03 20:19:48,66.8,534,135,157
28798,49062,1575,4911,2026-03-03 19:12:00,2026-03-03 20:33:24,81.4,651,137,164
28799,49064,1581,4911,2026-03-03 19:28:00,2026-03-03 20:50:48,82.8,662,129,156
28800,49065,1715,4911,2026-03-03 19:08:00,2026-03-03 20:21:54,73.9,591,125,
28801,49066,1711,4911,2026-03-03 19:14:00,2026-03-03 20:22:54,68.9,551,112,123
28802,49067,1713,4911,2026-03-03 19:29:00,2026-03-03 20:45:06,76.1,608,114,127
28803,49068,1572,4912,2026-03-06 19:20:00,2026-03-06 20:02:54,42.9,700,116,142
28804,49069,1567,4912,2026-03-06 19:40:00,2026-03-06 20:20:54,40.9,668,122,152
28805,49070,1583,4912,2026-03-06 19:26:00,2026-03-06 20:16:00,50.0,816,128,161
28806,49071,1748,4912,2026-03-06 19:29:00,2026-03-06 20:18:06,49.1,801,139,161
28807,49072,1590,4912,2026-03-06 19:45:00,2026-03-06 20:20:48,35.8,584,135,151
28808,49073,1608,4912,2026-03-06 19:41:00,2026-03-06 20:18:42,37.7,615,127,160
28809,49074,1606,4912,2026-03-06 19:29:00,2026-03-06 20:16:24,47.4,774,129,160
28810,49076,1757,4913,2026-03-07 11:53:00,2026-03-07 13:28:54,95.9,799,135,
28811,49079,1564,4914,2026-03-07 15:41:00,2026-03-07 16:48:48,67.8,542,134,151
28812,49080,1739,4914,2026-03-07 15:42:00,2026-03-07 16:53:06,71.1,568,114,143
28813,49084,1679,4914,2026-03-07 15:43:00,2026-03-07 16:51:42,68.7,549,118,151
28814,49085,1674,4914,2026-03-07 15:35:00,2026-03-07 16:53:24,78.4,627,127,155
28815,49086,1713,4914,2026-03-07 15:42:00,2026-03-07 16:59:42,77.7,621,117,131
28816,49087,1636,4914,2026-03-07 15:54:00,2026-03-07 17:01:54,67.9,543,133,157
28817,49088,1733,4914,2026-03-07 15:45:00,2026-03-07 16:52:54,67.9,543,118,128
28818,49090,1625,4914,2026-03-07 15:44:00,2026-03-07 16:55:00,71.0,568,138,156
28819,49091,1719,4914,2026-03-07 15:55:00,2026-03-07 17:09:00,74.0,592,120,148
28820,49092,1753,4914,2026-03-07 15:54:00,2026-03-07 17:10:36,76.6,612,126,147
28821,49093,1575,4914,2026-03-07 15:57:00,2026-03-07 17:06:54,69.9,559,138,165
28822,49094,1751,4914,2026-03-07 15:36:00,2026-03-07 16:54:18,78.3,626,114,135
28823,49095,1581,4914,2026-03-07 15:53:00,2026-03-07 17:07:24,74.4,595,130,145
28824,49096,1731,4914,2026-03-07 15:37:00,2026-03-07 16:51:00,74.0,592,118,150
28825,49097,1645,4915,2026-03-04 18:50:00,2026-03-04 19:33:18,43.3,502,124,154
28826,49100,1575,4915,2026-03-04 18:40:00,2026-03-04 19:28:54,48.9,567,136,171
28827,49101,1627,4915,2026-03-04 18:38:00,2026-03-04 19:11:18,33.3,386,120,132
28828,49102,1636,4916,2026-03-02 17:21:00,2026-03-02 18:57:12,96.2,192,107,122
28829,49103,1569,4916,2026-03-02 17:11:00,2026-03-02 18:33:18,82.3,164,109,140
28830,49104,1596,4916,2026-03-02 17:30:00,2026-03-02 18:58:30,88.5,177,,138
28831,49107,1642,4916,2026-03-02 17:10:00,2026-03-02 18:40:42,90.7,181,100,128
28832,49108,1759,4916,2026-03-02 17:13:00,2026-03-02 18:40:42,87.7,175,,
28833,49109,1579,4916,2026-03-02 17:15:00,2026-03-02 18:43:54,88.9,177,103,136
28834,49110,1639,4916,2026-03-02 17:10:00,2026-03-02 18:42:54,92.9,185,97,129
28835,49111,1665,4916,2026-03-02 17:13:00,2026-03-02 18:39:54,86.9,173,121,132
28836,49112,1743,4916,2026-03-02 17:07:00,2026-03-02 18:39:06,92.1,184,101,129
28837,49113,1609,4916,2026-03-02 17:14:00,2026-03-02 18:42:24,88.4,176,,149
28838,49114,1606,4916,2026-03-02 17:20:00,2026-03-02 18:46:48,86.8,173,,130
28839,49115,1617,4916,2026-03-02 17:28:00,2026-03-02 19:03:12,95.2,190,112,147
28840,49116,1643,4916,2026-03-02 17:30:00,2026-03-02 18:54:36,84.6,169,97,118
28841,49117,1686,4916,2026-03-02 17:30:00,2026-03-02 19:03:06,93.1,186,104,128
28842,49118,1585,4916,2026-03-02 17:11:00,2026-03-02 18:36:54,85.9,171,109,133
28843,49119,1757,4916,2026-03-02 17:29:00,2026-03-02 18:59:30,90.5,181,119,
28844,49121,1590,4916,2026-03-02 17:11:00,2026-03-02 18:43:42,92.7,185,118,143
28845,49122,1571,4916,2026-03-02 17:25:00,2026-03-02 18:57:36,92.6,185,117,152
28846,49124,1669,4917,2026-03-04 12:07:00,2026-03-04 13:07:24,60.4,483,145,156
28847,49125,1571,4917,2026-03-04 12:11:00,2026-03-04 13:11:42,60.7,485,128,138
28848,49126,1605,4917,2026-03-04 11:51:00,2026-03-04 12:45:18,54.3,434,124,155
28849,49127,1710,4918,2026-03-02 17:27:00,2026-03-02 18:12:30,45.5,364,115,141
28850,49128,1674,4918,2026-03-02 17:40:00,2026-03-02 18:32:18,52.3,418,118,151
28851,49131,1759,4918,2026-03-02 17:33:00,2026-03-02 18:17:24,44.4,355,112,141
28852,49132,1634,4918,2026-03-02 17:28:00,2026-03-02 18:21:06,53.1,424,118,129
28853,49133,1681,4918,2026-03-02 17:31:00,2026-03-02 18:17:54,46.9,375,141,173
28854,49134,1628,4918,2026-03-02 17:32:00,2026-03-02 18:20:36,48.6,388,135,158
28855,49139,1733,4920,2026-03-13 18:30:00,2026-03-13 19:26:30,56.5,621,131,144
28856,49140,1596,4920,2026-03-13 18:29:00,2026-03-13 19:34:18,65.3,718,126,144
28857,49141,1655,4920,2026-03-13 18:34:00,2026-03-13 19:34:48,60.8,668,139,160
28858,49142,1657,4920,2026-03-13 18:45:00,2026-03-13 19:49:54,64.9,713,113,133
28859,49143,1759,4920,2026-03-13 18:33:00,2026-03-13 19:23:54,50.9,559,110,141
28860,49144,1567,4920,2026-03-13 18:27:00,2026-03-13 19:34:00,67.0,737,113,141
28861,49145,1587,4921,2026-03-11 17:54:00,2026-03-11 19:48:54,114.9,957,138,
28862,49146,1709,4921,2026-03-11 17:51:00,2026-03-11 19:52:24,121.4,1011,,145
28863,49147,1613,4921,2026-03-11 17:58:00,2026-03-11 20:10:06,132.1,1100,,140
28864,49148,1564,4921,2026-03-11 17:44:00,2026-03-11 19:49:24,125.4,1045,128,144
28865,49149,1692,4921,2026-03-11 17:41:00,2026-03-11 19:38:18,117.3,977,134,
28866,49151,1592,4921,2026-03-11 17:42:00,2026-03-11 19:48:00,126.0,1050,104,
28867,49152,1635,4921,2026-03-11 17:40:00,2026-03-11 19:44:24,124.4,1036,117,151
28868,49153,1648,4921,2026-03-11 17:47:00,2026-03-11 19:46:30,119.5,995,129,139
28869,49154,1739,4921,2026-03-11 17:35:00,2026-03-11 19:40:30,125.5,1045,119,139
28870,49155,1586,4921,2026-03-11 17:43:00,2026-03-11 19:39:12,116.2,968,113,
28871,49156,1570,4922,2026-03-09 12:48:00,2026-03-09 13:50:36,62.6,375,122,152
28872,49158,1690,4922,2026-03-09 12:46:00,2026-03-09 13:44:18,58.3,349,123,153
28873,49159,1639,4922,2026-03-09 12:39:00,2026-03-09 13:35:18,56.3,337,,148
28874,49162,1700,4922,2026-03-09 12:45:00,2026-03-09 13:47:42,62.7,376,129,143
28875,49164,1734,4922,2026-03-09 12:38:00,2026-03-09 13:35:06,57.1,342,105,132
28876,49165,1669,4922,2026-03-09 12:51:00,2026-03-09 13:55:48,64.8,388,122,148
28877,49166,1736,4923,2026-03-15 10:28:00,2026-03-15 11:31:48,63.8,116,98,113
28878,49167,1710,4923,2026-03-15 10:28:00,2026-03-15 11:30:18,62.3,114,,136
28879,49168,1737,4923,2026-03-15 10:24:00,2026-03-15 11:18:42,54.7,100,112,126
28880,49169,1665,4923,2026-03-15 10:24:00,2026-03-15 11:28:36,64.6,118,114,139
28881,49170,1728,4923,2026-03-15 10:30:00,2026-03-15 11:32:48,62.8,115,100,121
28882,49171,1567,4923,2026-03-15 10:07:00,2026-03-15 11:14:18,67.3,123,105,137
28883,49173,1679,4923,2026-03-15 10:23:00,2026-03-15 11:33:24,70.4,129,109,136
28884,49174,1641,4923,2026-03-15 10:28:00,2026-03-15 11:23:00,55.0,100,115,131
28885,49189,1692,4925,2026-03-15 15:07:00,2026-03-15 16:07:42,60.7,80,,137
28886,49190,1606,4925,2026-03-15 15:21:00,2026-03-15 16:22:06,61.1,81,103,
28887,49191,1758,4925,2026-03-15 15:11:00,2026-03-15 16:10:12,59.2,78,93,112
28888,49192,1566,4925,2026-03-15 15:16:00,2026-03-15 16:26:06,70.1,93,,136
28889,49195,1631,4925,2026-03-15 15:21:00,2026-03-15 16:21:54,60.9,81,109,124
28890,49196,1581,4925,2026-03-15 15:23:00,2026-03-15 16:28:36,65.6,87,121,136
28891,49198,1706,4925,2026-03-15 15:26:00,2026-03-15 16:31:24,65.4,87,107,123
28892,49200,1569,4925,2026-03-15 15:25:00,2026-03-15 16:26:00,61.0,81,113,130
28893,49201,1627,4925,2026-03-15 15:29:00,2026-03-15 16:30:54,61.9,82,105,118
28894,49203,1750,4925,2026-03-15 15:18:00,2026-03-15 16:11:30,53.5,71,103,120
28895,49205,1635,4925,2026-03-15 15:20:00,2026-03-15 16:16:54,56.9,75,109,137
28896,49206,1733,4925,2026-03-15 15:20:00,2026-03-15 16:15:12,55.2,73,114,149
28897,49210,1681,4926,2026-03-14 10:54:00,2026-03-14 12:16:06,82.1,1156,146,168
28898,49211,1748,4926,2026-03-14 10:58:00,2026-03-14 12:09:18,71.3,1004,137,
28899,49212,1655,4926,2026-03-14 10:52:00,2026-03-14 12:13:00,81.0,1140,146,162
28900,49213,1592,4926,2026-03-14 10:55:00,2026-03-14 12:11:48,76.8,1081,,147
28901,49214,1650,4926,2026-03-14 10:42:00,2026-03-14 12:05:42,83.7,1178,118,140
28902,49215,1674,4926,2026-03-14 10:57:00,2026-03-14 12:06:18,69.3,975,128,138
28903,49216,1697,4926,2026-03-14 10:49:00,2026-03-14 11:53:24,64.4,906,,149
28904,49218,1692,4926,2026-03-14 10:59:00,2026-03-14 12:11:48,72.8,1025,138,160
28905,49219,1572,4926,2026-03-14 10:55:00,2026-03-14 12:09:48,74.8,1053,128,
28906,49220,1734,4926,2026-03-14 10:56:00,2026-03-14 12:13:48,77.8,1095,,155
28907,49221,1632,4926,2026-03-14 10:38:00,2026-03-14 11:50:12,72.2,1016,150,174
28908,49223,1648,4926,2026-03-14 10:49:00,2026-03-14 12:05:12,76.2,1073,,155
28909,49224,1654,4926,2026-03-14 10:42:00,2026-03-14 12:04:48,82.8,1166,153,185
28910,49225,1602,4926,2026-03-14 10:55:00,2026-03-14 12:17:48,82.8,1166,134,151
28911,49226,1739,4926,2026-03-14 10:54:00,2026-03-14 12:05:12,71.2,1002,123,148
28912,49227,1669,4926,2026-03-14 10:47:00,2026-03-14 12:07:06,80.1,1128,140,170
28913,49228,1700,4927,2026-03-11 12:10:00,2026-03-11 13:11:18,61.3,735,133,152
28914,49229,1608,4927,2026-03-11 12:23:00,2026-03-11 13:28:12,65.2,782,134,159
28915,49231,1581,4927,2026-03-11 12:21:00,2026-03-11 13:20:06,59.1,709,139,155
28916,49233,1708,4927,2026-03-11 12:05:00,2026-03-11 13:03:42,58.7,704,,171
28917,49234,1627,4927,2026-03-11 12:11:00,2026-03-11 13:09:48,58.8,705,117,130
28918,49235,1734,4927,2026-03-11 12:08:00,2026-03-11 13:07:54,59.9,718,125,151
28919,49236,1632,4927,2026-03-11 12:24:00,2026-03-11 13:15:18,51.3,615,144,172
28920,49238,1639,4927,2026-03-11 12:28:00,2026-03-11 13:22:06,54.1,649,120,134
28921,49246,1587,4929,2026-03-14 14:23:00,2026-03-14 15:26:36,63.6,551,139,155
28922,49247,1674,4929,2026-03-14 14:26:00,2026-03-14 15:28:24,62.4,540,,145
28923,49248,1654,4929,2026-03-14 14:34:00,2026-03-14 15:37:12,63.2,547,134,146
28924,49250,1719,4929,2026-03-14 14:37:00,2026-03-14 15:37:42,60.7,526,114,127
28925,49268,1743,4931,2026-03-10 11:58:00,2026-03-10 12:43:24,45.4,609,,136
28926,49269,1638,4931,2026-03-10 12:11:00,2026-03-10 12:52:18,41.3,554,138,155
28927,49270,1628,4931,2026-03-10 11:55:00,2026-03-10 12:40:42,45.7,613,137,147
28928,49273,1691,4932,2026-03-12 17:25:00,2026-03-12 18:58:36,93.6,857,114,139
28929,49274,1752,4932,2026-03-12 17:13:00,2026-03-12 18:44:30,91.5,838,122,154
28930,49275,1743,4932,2026-03-12 17:14:00,2026-03-12 18:38:42,84.7,776,114,145
28931,49277,1719,4932,2026-03-12 17:13:00,2026-03-12 18:35:42,82.7,758,126,144
28932,49278,1714,4932,2026-03-12 17:16:00,2026-03-12 18:44:48,88.8,814,,141
28933,49279,1566,4932,2026-03-12 17:19:00,2026-03-12 18:45:00,86.0,788,124,157
28934,49281,1609,4932,2026-03-12 17:07:00,2026-03-12 18:28:00,81.0,742,128,
28935,49282,1692,4932,2026-03-12 17:16:00,2026-03-12 18:56:42,100.7,923,143,165
28936,49283,1607,4932,2026-03-12 17:05:00,2026-03-12 18:45:00,100.0,916,119,146
28937,49285,1564,4932,2026-03-12 17:14:00,2026-03-12 18:39:06,85.1,780,132,167
28938,49286,1708,4932,2026-03-12 17:11:00,2026-03-12 18:44:48,93.8,859,127,145
28939,49288,1672,4933,2026-03-11 12:20:00,2026-03-11 13:46:54,86.9,1419,152,170
28940,49289,1755,4933,2026-03-11 12:29:00,2026-03-11 14:04:48,95.8,1564,140,173
28941,49291,1713,4933,2026-03-11 12:20:00,2026-03-11 13:47:36,87.6,1430,135,153
28942,49292,1676,4933,2026-03-11 12:41:00,2026-03-11 14:09:54,88.9,1452,149,167
28943,49293,1592,4933,2026-03-11 12:35:00,2026-03-11 14:01:42,86.7,1416,119,135
28944,49294,1629,4933,2026-03-11 12:39:00,2026-03-11 14:08:36,89.6,1463,130,164
28945,49296,1752,4933,2026-03-11 12:39:00,2026-03-11 14:12:30,93.5,1527,133,148
28946,49297,1586,4933,2026-03-11 12:20:00,2026-03-11 13:47:12,87.2,1424,126,148
28947,49298,1606,4933,2026-03-11 12:20:00,2026-03-11 13:57:48,97.8,1597,131,154
28948,49299,1757,4933,2026-03-11 12:23:00,2026-03-11 13:43:06,80.1,1308,150,178
28949,49300,1748,4933,2026-03-11 12:35:00,2026-03-11 14:03:36,88.6,1447,127,137
28950,49302,1677,4933,2026-03-11 12:29:00,2026-03-11 14:08:30,99.5,1625,140,156
28951,49305,1571,4934,2026-03-14 09:20:00,2026-03-14 10:12:24,52.4,576,130,161
28952,49306,1697,4934,2026-03-14 09:20:00,2026-03-14 10:11:48,51.8,569,,159
28953,49309,1567,4934,2026-03-14 09:35:00,2026-03-14 10:06:42,31.7,348,119,129
28954,49310,1736,4934,2026-03-14 09:20:00,2026-03-14 10:11:24,51.4,565,111,144
28955,49311,1589,4934,2026-03-14 09:24:00,2026-03-14 10:00:54,36.9,405,109,127
28956,49312,1686,4934,2026-03-14 09:43:00,2026-03-14 10:29:06,46.1,507,117,128
28957,49313,1755,4934,2026-03-14 09:38:00,2026-03-14 10:24:12,46.2,508,138,166
28958,49314,1759,4934,2026-03-14 09:38:00,2026-03-14 10:18:42,40.7,447,122,138
28959,49315,1700,4934,2026-03-14 09:38:00,2026-03-14 10:27:00,49.0,539,135,151
28960,49316,1649,4934,2026-03-14 09:34:00,2026-03-14 10:13:36,39.6,435,134,163
28961,49317,1595,4934,2026-03-14 09:25:00,2026-03-14 10:22:12,57.2,629,97,108
28962,49318,1600,4935,2026-03-10 07:39:00,2026-03-10 08:38:00,59.0,371,132,158
28963,49319,1575,4935,2026-03-10 07:22:00,2026-03-10 08:20:06,58.1,366,128,
28964,49320,1602,4935,2026-03-10 07:38:00,2026-03-10 08:36:54,58.9,371,,163
28965,49321,1686,4935,2026-03-10 07:33:00,2026-03-10 08:39:54,66.9,421,118,146
28966,49322,1655,4935,2026-03-10 07:41:00,2026-03-10 08:36:48,55.8,351,133,160
28967,49323,1691,4935,2026-03-10 07:42:00,2026-03-10 08:42:54,60.9,383,119,129
28968,49324,1636,4935,2026-03-10 07:25:00,2026-03-10 08:21:42,56.7,357,129,151
28969,49325,1690,4935,2026-03-10 07:30:00,2026-03-10 08:28:30,58.5,368,,128
28970,49326,1592,4935,2026-03-10 07:31:00,2026-03-10 08:38:42,67.7,426,108,140
28971,49327,1751,4935,2026-03-10 07:28:00,2026-03-10 08:19:12,51.2,322,,153
28972,49328,1573,4935,2026-03-10 07:20:00,2026-03-10 08:13:12,53.2,335,115,
28973,49329,1754,4935,2026-03-10 07:37:00,2026-03-10 08:28:54,51.9,326,113,148
28974,49330,1579,4935,2026-03-10 07:24:00,2026-03-10 08:27:30,63.5,400,113,139
28975,49331,1753,4935,2026-03-10 07:28:00,2026-03-10 08:27:06,59.1,372,,130
28976,49332,1672,4935,2026-03-10 07:31:00,2026-03-10 08:36:48,65.8,414,,143
28977,49333,1654,4935,2026-03-10 07:21:00,2026-03-10 08:25:48,64.8,408,130,152
28978,49334,1660,4935,2026-03-10 07:43:00,2026-03-10 08:32:54,49.9,314,136,165
28979,49346,1562,4937,2026-03-16 17:14:00,2026-03-16 17:40:48,26.8,377,,165
28980,49347,1602,4937,2026-03-16 16:55:00,2026-03-16 17:27:18,32.3,454,138,165
28981,49348,1645,4937,2026-03-16 17:04:00,2026-03-16 17:30:18,26.3,370,112,126
28982,49349,1681,4937,2026-03-16 17:11:00,2026-03-16 17:45:18,34.3,483,149,183
28983,49350,1757,4937,2026-03-16 17:13:00,2026-03-16 17:43:30,30.5,429,144,164
28984,49351,1629,4937,2026-03-16 17:10:00,2026-03-16 17:36:48,26.8,377,126,151
28985,49352,1607,4937,2026-03-16 17:14:00,2026-03-16 17:46:06,32.1,452,119,148
28986,49354,1577,4937,2026-03-16 17:06:00,2026-03-16 17:45:54,39.9,561,138,154
28987,49356,1654,4937,2026-03-16 17:09:00,2026-03-16 17:36:24,27.4,385,142,173
28988,49357,1571,4937,2026-03-16 17:15:00,2026-03-16 17:41:00,26.0,366,127,142
28989,49358,1739,4937,2026-03-16 17:09:00,2026-03-16 17:34:00,25.0,352,,141
28990,49359,1747,4937,2026-03-16 17:10:00,2026-03-16 17:33:00,23.0,323,128,157
28991,49360,1581,4937,2026-03-16 17:13:00,2026-03-16 17:44:30,31.5,443,147,167
28992,49361,1747,4938,2026-03-19 07:22:00,2026-03-19 09:04:12,102.2,851,119,137
28993,49363,1649,4938,2026-03-19 07:43:00,2026-03-19 09:35:06,112.1,934,122,137
28994,49364,1592,4938,2026-03-19 07:40:00,2026-03-19 09:25:30,105.5,879,102,134
28995,49365,1595,4938,2026-03-19 07:31:00,2026-03-19 09:15:12,104.2,868,,128
28996,49366,1570,4938,2026-03-19 07:41:00,2026-03-19 09:26:18,105.3,877,,152
28997,49367,1665,4939,2026-03-19 18:40:00,2026-03-19 19:56:18,76.3,152,124,158
28998,49370,1645,4939,2026-03-19 18:44:00,2026-03-19 19:51:24,67.4,134,102,120
28999,49371,1635,4939,2026-03-19 18:54:00,2026-03-19 20:05:36,71.6,143,,148
29000,49372,1714,4939,2026-03-19 18:50:00,2026-03-19 19:56:18,66.3,132,99,116
29001,49373,1697,4939,2026-03-19 18:37:00,2026-03-19 19:56:24,79.4,158,117,140
29002,49374,1642,4939,2026-03-19 18:55:00,2026-03-19 20:03:54,68.9,137,97,125
29003,49380,1748,4941,2026-03-21 08:53:00,2026-03-21 10:22:36,89.6,746,124,156
29004,49381,1733,4941,2026-03-21 09:11:00,2026-03-21 10:39:06,88.1,734,120,147
29005,49382,1744,4941,2026-03-21 08:52:00,2026-03-21 10:18:54,86.9,724,137,168
29006,49383,1585,4941,2026-03-21 09:00:00,2026-03-21 10:31:54,91.9,765,123,135
29007,49384,1706,4941,2026-03-21 08:58:00,2026-03-21 10:31:00,93.0,775,133,162
29008,49385,1710,4941,2026-03-21 08:58:00,2026-03-21 10:31:00,93.0,775,120,135
29009,49386,1700,4941,2026-03-21 09:09:00,2026-03-21 10:42:24,93.4,778,138,
29010,49387,1711,4941,2026-03-21 09:15:00,2026-03-21 10:45:06,90.1,750,124,141
29011,49388,1587,4941,2026-03-21 08:57:00,2026-03-21 10:35:42,98.7,822,141,171
29012,49389,1617,4941,2026-03-21 09:14:00,2026-03-21 10:43:00,89.0,741,134,150
29013,49392,1642,4942,2026-03-19 18:14:00,2026-03-19 18:59:06,45.1,112,111,138
29014,49395,1715,4942,2026-03-19 18:08:00,2026-03-19 18:54:12,46.2,115,111,132
29015,49396,1608,4942,2026-03-19 17:54:00,2026-03-19 18:28:00,34.0,84,105,131
29016,49397,1666,4942,2026-03-19 17:54:00,2026-03-19 18:31:54,37.9,94,126,136
29017,49398,1650,4943,2026-03-18 17:24:00,2026-03-18 18:05:12,41.2,580,125,159
29018,49399,1739,4943,2026-03-18 17:23:00,2026-03-18 18:12:12,49.2,692,118,140
29019,49400,1754,4943,2026-03-18 17:30:00,2026-03-18 18:17:54,47.9,674,107,131
29020,49402,1645,4943,2026-03-18 17:27:00,2026-03-18 18:15:48,48.8,687,121,141
29021,49403,1607,4943,2026-03-18 17:37:00,2026-03-18 18:23:18,46.3,652,122,152
29022,49404,1658,4943,2026-03-18 17:32:00,2026-03-18 18:24:24,52.4,737,129,153
29023,49406,1566,4943,2026-03-18 17:45:00,2026-03-18 18:39:42,54.7,770,144,164
29024,49407,1681,4943,2026-03-18 17:42:00,2026-03-18 18:25:36,43.6,614,145,168
29025,49409,1628,4943,2026-03-18 17:24:00,2026-03-18 18:18:30,54.5,767,131,148
29026,49411,1648,4943,2026-03-18 17:30:00,2026-03-18 18:17:12,47.2,664,129,142
29027,49412,1676,4943,2026-03-18 17:31:00,2026-03-18 18:21:06,50.1,705,152,164
29028,49413,1707,4943,2026-03-18 17:44:00,2026-03-18 18:27:42,43.7,615,113,140
29029,49414,1711,4943,2026-03-18 17:21:00,2026-03-18 18:02:30,41.5,584,118,136
29030,49415,1650,4944,2026-03-19 17:46:00,2026-03-19 18:53:00,67.0,536,123,155
29031,49417,1605,4944,2026-03-19 17:45:00,2026-03-19 18:59:42,74.7,597,133,149
29032,49418,1583,4944,2026-03-19 17:57:00,2026-03-19 19:08:54,71.9,575,119,139
29033,49419,1563,4945,2026-03-19 12:23:00,2026-03-19 13:15:18,52.3,556,117,151
29034,49420,1571,4945,2026-03-19 12:07:00,2026-03-19 13:10:42,63.7,677,130,
29035,49422,1655,4945,2026-03-19 12:21:00,2026-03-19 13:22:42,61.7,656,145,156
29036,49423,1573,4945,2026-03-19 12:13:00,2026-03-19 13:15:54,62.9,668,,141
29037,49425,1714,4946,2026-03-19 12:22:00,2026-03-19 13:31:42,69.7,1138,123,141
29038,49426,1758,4946,2026-03-19 12:34:00,2026-03-19 13:28:42,54.7,893,110,126
29039,49427,1741,4946,2026-03-19 12:32:00,2026-03-19 13:33:24,61.4,1002,136,152
29040,49428,1733,4946,2026-03-19 12:31:00,2026-03-19 13:36:06,65.1,1063,137,
29041,49429,1691,4946,2026-03-19 12:41:00,2026-03-19 13:33:30,52.5,857,135,156
29042,49430,1620,4947,2026-03-18 19:16:00,2026-03-18 19:55:12,39.2,339,128,144
29043,49431,1667,4947,2026-03-18 19:27:00,2026-03-18 20:15:36,48.6,421,105,
29044,49434,1755,4947,2026-03-18 19:05:00,2026-03-18 19:50:48,45.8,396,,162
29045,49437,1669,4948,2026-03-19 18:22:00,2026-03-19 19:25:30,63.5,508,138,155
29046,49439,1571,4948,2026-03-19 18:30:00,2026-03-19 19:22:30,52.5,420,123,151
