ranglijst_id,organisatie_id,medewerker_id,week_startdatum,rang,totaal_punten,activiteiten_bijgewoond,actieve_minuten
1938,4,944,2026-03-09,18,128,2,143
1939,4,997,2026-03-09,19,128,2,142
1940,4,985,2026-03-09,20,127,2,135
1941,4,1017,2026-03-16,1,197,3,238
1942,4,994,2026-03-16,2,189,3,198
1943,4,961,2026-03-16,3,184,3,170
1944,4,942,2026-03-16,4,134,2,173
1945,4,1009,2026-03-16,5,133,2,169
1946,4,951,2026-03-16,6,130,2,152
1947,4,972,2026-03-16,7,130,2,151
1948,4,956,2026-03-16,8,128,2,143
1949,4,983,2026-03-16,9,128,2,142
1950,4,998,2026-03-16,10,127,2,136
1951,4,921,2026-03-16,11,125,2,128
1952,4,939,2026-03-16,12,125,2,127
1953,4,930,2026-03-16,13,124,2,122
1954,4,929,2026-03-16,14,123,2,117
1955,4,962,2026-03-16,15,123,2,115
1956,4,980,2026-03-16,16,122,2,113
1957,4,1025,2026-03-16,17,121,2,108
1958,4,1023,2026-03-16,18,121,2,109
1959,4,1003,2026-03-16,19,120,2,101
1960,4,924,2026-03-16,20,116,2,80
1961,4,975,2026-03-23,1,201,3,255
1962,4,952,2026-03-23,2,197,3,235
1963,4,990,2026-03-23,3,191,3,205
1964,4,997,2026-03-23,4,187,3,188
1965,4,947,2026-03-23,5,185,3,175
1966,4,994,2026-03-23,6,185,3,178
1967,4,979,2026-03-23,7,133,2,169
1968,4,955,2026-03-23,8,132,2,162
1969,4,999,2026-03-23,9,129,2,145
1970,4,927,2026-03-23,10,128,2,142
1971,4,968,2026-03-23,11,125,2,129
1972,4,962,2026-03-23,12,124,2,123
1973,4,946,2026-03-23,13,123,2,117
1974,4,930,2026-03-23,14,122,2,110
1975,4,931,2026-03-23,15,122,2,110
1976,4,942,2026-03-23,16,122,2,111
1977,4,948,2026-03-23,17,69,1,95
1978,4,1012,2026-03-23,18,69,1,95
1979,4,1028,2026-03-23,19,68,1,92
1980,4,964,2026-03-23,20,68,1,94
1981,4,1003,2026-03-30,1,255,4,275
1982,4,1012,2026-03-30,2,249,4,245
1983,4,966,2026-03-30,3,246,4,233
1984,4,962,2026-03-30,4,244,4,222
1985,4,951,2026-03-30,5,241,4,206
1986,4,952,2026-03-30,6,192,3,210
1987,4,1022,2026-03-30,7,189,3,195
1988,4,957,2026-03-30,8,186,3,184
1989,4,1004,2026-03-30,9,185,3,177
1990,4,1008,2026-03-30,10,185,3,176
1991,4,997,2026-03-30,11,184,3,172
1992,4,939,2026-03-30,12,183,3,169
1993,4,1019,2026-03-30,13,183,3,167
1994,4,925,2026-03-30,14,182,3,164
1995,4,969,2026-03-30,15,180,3,152
1996,4,975,2026-03-30,16,180,3,154
1997,4,994,2026-03-30,17,180,3,151
1998,4,943,2026-03-30,18,179,3,146
1999,4,1017,2026-03-30,19,129,2,145
2000,4,1026,2026-03-30,20,127,2,137
2001,4,923,2026-04-06,1,253,4,268
2002,4,990,2026-04-06,2,198,3,242
2003,4,1004,2026-04-06,3,179,3,149
2004,4,965,2026-04-06,4,131,2,157
2005,4,971,2026-04-06,5,129,2,149
2006,4,1014,2026-04-06,6,129,2,147
2007,4,959,2026-04-06,7,124,2,120
2008,4,975,2026-04-06,8,123,2,119
2009,4,988,2026-04-06,9,121,2,105
2010,4,945,2026-04-06,10,119,2,95
2011,4,1019,2026-04-06,11,118,2,94
2012,4,927,2026-04-06,12,74,1,123
2013,4,1023,2026-04-06,13,72,1,113
2014,4,942,2026-04-06,14,69,1,97
2015,4,991,2026-04-06,15,68,1,91
2016,4,1009,2026-04-06,16,68,1,93
2017,4,926,2026-04-06,17,67,1,87
2018,4,957,2026-04-06,18,67,1,85
2019,4,1017,2026-04-06,19,66,1,83
2020,4,995,2026-04-06,20,65,1,75
2021,4,989,2026-04-13,1,372,6,364
2022,4,957,2026-04-13,2,304,5,274
2023,4,979,2026-04-13,3,246,4,233
2024,4,1008,2026-04-13,4,246,4,233
2025,4,1019,2026-04-13,5,243,4,217
2026,4,997,2026-04-13,6,191,3,206
2027,4,993,2026-04-13,7,190,3,201
2028,4,956,2026-04-13,8,188,3,192
2029,4,1027,2026-04-13,9,187,3,187
2030,4,953,2026-04-13,10,187,3,189
2031,4,1017,2026-04-13,11,185,3,177
2032,4,929,2026-04-13,12,184,3,173
2033,4,980,2026-04-13,13,184,3,173
2034,4,955,2026-04-13,14,183,3,169
2035,4,1012,2026-04-13,15,179,3,148
2036,4,990,2026-04-13,16,131,2,158
2037,4,998,2026-04-13,17,127,2,136
2038,4,941,2026-04-13,18,126,2,133
2039,4,945,2026-04-13,19,126,2,131
2040,4,1023,2026-04-13,20,125,2,126
2041,4,987,2026-04-20,1,201,3,256
2042,4,927,2026-04-20,2,192,3,211
2043,4,947,2026-04-20,3,187,3,185
2044,4,990,2026-04-20,4,171,3,109
2045,4,977,2026-04-20,5,142,2,211
2046,4,1002,2026-04-20,6,140,2,200
2047,4,1025,2026-04-20,7,138,2,194
2048,4,982,2026-04-20,8,136,2,181
2049,4,945,2026-04-20,9,135,2,178
2050,4,989,2026-04-20,10,134,2,174
2051,4,926,2026-04-20,11,133,2,165
2052,4,1023,2026-04-20,12,132,2,163
2053,4,931,2026-04-20,13,129,2,145
2054,4,985,2026-04-20,14,128,2,141
2055,4,1022,2026-04-20,15,128,2,144
2056,4,948,2026-04-20,16,127,2,136
2057,4,1011,2026-04-20,17,125,2,128
2058,4,1018,2026-04-20,18,125,2,128
2059,4,930,2026-04-20,19,123,2,118
2060,4,953,2026-04-20,20,123,2,119
2061,4,940,2026-04-27,1,256,4,282
2062,4,994,2026-04-27,2,196,3,233
2063,4,939,2026-04-27,3,189,3,199
2064,4,981,2026-04-27,4,188,3,194
2065,4,1025,2026-04-27,5,181,3,155
2066,4,1029,2026-04-27,6,178,3,142
2067,4,966,2026-04-27,7,176,3,132
2068,4,1014,2026-04-27,8,171,3,109
2069,4,928,2026-04-27,9,134,2,173
2070,4,1020,2026-04-27,10,132,2,161
2071,4,926,2026-04-27,11,131,2,157
2072,4,935,2026-04-27,12,129,2,148
2073,4,956,2026-04-27,13,126,2,131
2074,4,985,2026-04-27,14,124,2,124
2075,4,987,2026-04-27,15,123,2,119
2076,4,1018,2026-04-27,16,123,2,116
2077,4,930,2026-04-27,17,122,2,111
2078,4,964,2026-04-27,18,121,2,106
2079,4,999,2026-04-27,19,120,2,100
2080,4,1017,2026-04-27,20,120,2,100
2081,5,1162,2025-11-03,1,264,4,323
2082,5,1126,2025-11-03,2,198,3,240
2083,5,1116,2025-11-03,3,195,3,228
2084,5,1046,2025-11-03,4,192,3,211
2085,5,1168,2025-11-03,5,143,2,217
2086,5,1171,2025-11-03,6,142,2,211
2087,5,1206,2025-11-03,7,139,2,196
2088,5,1060,2025-11-03,8,137,2,185
2089,5,1085,2025-11-03,9,136,2,181
2090,5,1047,2025-11-03,10,135,2,176
2091,5,1095,2025-11-03,11,135,2,175
2092,5,1266,2025-11-03,12,135,2,178
2093,5,1109,2025-11-03,13,134,2,174
2094,5,1151,2025-11-03,14,134,2,171
2095,5,1219,2025-11-03,15,134,2,174
2096,5,1247,2025-11-03,16,132,2,164
2097,5,1243,2025-11-03,17,130,2,153
2098,5,1251,2025-11-03,18,130,2,151
2099,5,1255,2025-11-03,19,130,2,150
2100,5,1130,2025-11-03,20,129,2,149
2101,5,1085,2025-11-10,1,259,4,296
2102,5,1162,2025-11-10,2,195,3,227
2103,5,1247,2025-11-10,3,195,3,226
2104,5,1182,2025-11-10,4,192,3,213
2105,5,1166,2025-11-10,5,173,3,118
2106,5,1202,2025-11-10,6,167,3,86
2107,5,1143,2025-11-10,7,128,2,141
2108,5,1266,2025-11-10,8,128,2,141
2109,5,1039,2025-11-10,9,124,2,120
2110,5,1120,2025-11-10,10,124,2,121
2111,5,1083,2025-11-10,11,122,2,114
2112,5,1075,2025-11-10,12,121,2,109
2113,5,1201,2025-11-10,13,120,2,102
2114,5,1220,2025-11-10,14,120,2,103
2115,5,1110,2025-11-10,15,119,2,95
2116,5,1186,2025-11-10,16,119,2,96
2117,5,1122,2025-11-10,17,118,2,92
2118,5,1123,2025-11-10,18,118,2,90
2119,5,1269,2025-11-10,19,116,2,83
2120,5,1171,2025-11-10,20,115,2,76
2121,5,1047,2025-11-17,1,256,4,282
2122,5,1269,2025-11-17,2,195,3,226
2123,5,1166,2025-11-17,3,193,3,215
2124,5,1085,2025-11-17,4,188,3,190
2125,5,1086,2025-11-17,5,188,3,194
2126,5,1176,2025-11-17,6,188,3,193
2127,5,1220,2025-11-17,7,184,3,172
2128,5,1158,2025-11-17,8,180,3,153
2129,5,1218,2025-11-17,9,136,2,180
2130,5,1108,2025-11-17,10,133,2,167
2131,5,1114,2025-11-17,11,133,2,169
2132,5,1115,2025-11-17,12,133,2,165
2133,5,1039,2025-11-17,13,132,2,160
2134,5,1050,2025-11-17,14,132,2,161
2135,5,1207,2025-11-17,15,131,2,159
2136,5,1072,2025-11-17,16,130,2,153
2137,5,1110,2025-11-17,17,130,2,153
2138,5,1252,2025-11-17,18,130,2,151
2139,5,1074,2025-11-17,19,128,2,140
2140,5,1046,2025-11-17,20,127,2,139
2141,5,1169,2025-11-24,1,302,5,260
2142,5,1047,2025-11-24,2,251,4,257
2143,5,1133,2025-11-24,3,248,4,240
2144,5,1158,2025-11-24,4,240,4,200
2145,5,1165,2025-11-24,5,192,3,212
2146,5,1256,2025-11-24,6,191,3,205
2147,5,1120,2025-11-24,7,185,3,177
2148,5,1102,2025-11-24,8,184,3,171
2149,5,1172,2025-11-24,9,182,3,161
2150,5,1050,2025-11-24,10,181,3,158
2151,5,1070,2025-11-24,11,181,3,156
2152,5,1122,2025-11-24,12,180,3,152
2153,5,1255,2025-11-24,13,180,3,153
2154,5,1257,2025-11-24,14,134,2,171
2155,5,1143,2025-11-24,15,127,2,135
2156,5,1105,2025-11-24,16,126,2,133
2157,5,1109,2025-11-24,17,126,2,131
2158,5,1182,2025-11-24,18,126,2,131
2159,5,1096,2025-11-24,19,124,2,122
2160,5,1144,2025-11-24,20,124,2,123
2161,5,1217,2025-12-01,1,421,7,357
2162,5,1076,2025-12-01,2,377,6,388
2163,5,1179,2025-12-01,3,198,3,241
2164,5,1257,2025-12-01,4,197,3,237
2165,5,1172,2025-12-01,5,187,3,188
2166,5,1061,2025-12-01,6,134,2,173
2167,5,1050,2025-12-01,7,133,2,165
2168,5,1123,2025-12-01,8,133,2,166
2169,5,1215,2025-12-01,9,133,2,167
2170,5,1039,2025-12-01,10,132,2,161
2171,5,1168,2025-12-01,11,132,2,160
2172,5,1165,2025-12-01,12,131,2,155
2173,5,1124,2025-12-01,13,130,2,154
2174,5,1155,2025-12-01,14,130,2,151
2175,5,1218,2025-12-01,15,130,2,154
2176,5,1132,2025-12-01,16,129,2,147
2177,5,1072,2025-12-01,17,128,2,143
2178,5,1077,2025-12-01,18,128,2,143
2179,5,1141,2025-12-01,19,128,2,142
2180,5,1266,2025-12-01,20,127,2,137
2181,5,1220,2025-12-08,1,191,3,208
2182,5,1247,2025-12-08,2,191,3,205
2183,5,1126,2025-12-08,3,186,3,180
2184,5,1116,2025-12-08,4,177,3,137
2185,5,1042,2025-12-08,5,127,2,136
2186,5,1192,2025-12-08,6,126,2,132
2187,5,1205,2025-12-08,7,125,2,127
2188,5,1224,2025-12-08,8,125,2,126
2189,5,1195,2025-12-08,9,124,2,124
2190,5,1184,2025-12-08,10,123,2,119
2191,5,1118,2025-12-08,11,122,2,111
2192,5,1102,2025-12-08,12,121,2,108
2193,5,1132,2025-12-08,13,121,2,108
2194,5,1186,2025-12-08,14,121,2,109
2195,5,1251,2025-12-08,15,120,2,101
2196,5,1144,2025-12-08,16,119,2,95
2197,5,1240,2025-12-08,17,119,2,96
2198,5,1260,2025-12-08,18,118,2,90
2199,5,1124,2025-12-08,19,117,2,89
2200,5,1133,2025-12-08,20,68,1,91
2201,5,1260,2025-12-15,1,319,5,347
2202,5,1143,2025-12-15,2,246,4,234
2203,5,1166,2025-12-15,3,194,3,222
2204,5,1214,2025-12-15,4,187,3,189
2205,5,1119,2025-12-15,5,183,3,169
2206,5,1186,2025-12-15,6,182,3,163
2207,5,1215,2025-12-15,7,181,3,157
2208,5,1115,2025-12-15,8,180,3,153
2209,5,1174,2025-12-15,9,177,3,136
2210,5,1160,2025-12-15,10,137,2,189
2211,5,1254,2025-12-15,11,133,2,168
2212,5,1266,2025-12-15,12,133,2,165
2213,5,1074,2025-12-15,13,132,2,161
2214,5,1050,2025-12-15,14,130,2,151
2215,5,1243,2025-12-15,15,129,2,145
2216,5,1039,2025-12-15,16,128,2,140
2217,5,1269,2025-12-15,17,128,2,143
2218,5,1182,2025-12-15,18,127,2,135
2219,5,1220,2025-12-15,19,127,2,137
2220,5,1247,2025-12-15,20,125,2,125
2221,5,1099,2025-12-22,1,121,2,109
2222,5,1176,2025-12-22,2,64,1,71
2223,5,1077,2025-12-22,3,63,1,66
2224,5,1178,2025-12-22,4,63,1,65
2225,5,1044,2025-12-22,5,62,1,62
2226,5,1073,2025-12-22,6,62,1,60
2227,5,1151,2025-12-22,7,62,1,61
2228,5,1160,2025-12-22,8,62,1,62
2229,5,1179,2025-12-22,9,62,1,62
2230,5,1202,2025-12-22,10,62,1,61
2231,5,1060,2025-12-22,11,61,1,55
2232,5,1115,2025-12-22,12,61,1,58
2233,5,1166,2025-12-22,13,61,1,59
2234,5,1172,2025-12-22,14,61,1,58
2235,5,1224,2025-12-22,15,61,1,58
2236,5,1255,2025-12-22,16,61,1,58
2237,5,1050,2025-12-22,17,60,1,53
2238,5,1076,2025-12-22,18,60,1,54
2239,5,1189,2025-12-22,19,60,1,51
2240,5,1225,2025-12-22,20,60,1,52
2241,5,1260,2025-12-29,1,127,2,138
2242,5,1262,2025-12-29,2,119,2,98
2243,5,1080,2025-12-29,3,69,1,95
2244,5,1100,2025-12-29,4,68,1,90
2245,5,1225,2025-12-29,5,68,1,93
2246,5,1079,2025-12-29,6,67,1,85
2247,5,1158,2025-12-29,7,67,1,89
2248,5,1255,2025-12-29,8,66,1,80
2249,5,1047,2025-12-29,9,64,1,73
2250,5,1242,2025-12-29,10,63,1,69
2251,5,1060,2025-12-29,11,62,1,63
2252,5,1090,2025-12-29,12,62,1,60
2253,5,1119,2025-12-29,13,62,1,64
2254,5,1132,2025-12-29,14,62,1,63
2255,5,1133,2025-12-29,15,62,1,63
2256,5,1176,2025-12-29,16,62,1,60
2257,5,1179,2025-12-29,17,62,1,61
2258,5,1220,2025-12-29,18,62,1,63
2259,5,1224,2025-12-29,19,62,1,60
2260,5,1076,2025-12-29,20,61,1,57
2261,5,1188,2026-01-05,1,187,3,185
2262,5,1116,2026-01-05,2,136,2,184
2263,5,1072,2026-01-05,3,135,2,176
2264,5,1079,2026-01-05,4,133,2,165
2265,5,1082,2026-01-05,5,133,2,166
2266,5,1124,2026-01-05,6,133,2,169
2267,5,1055,2026-01-05,7,130,2,154
2268,5,1054,2026-01-05,8,129,2,146
2269,5,1133,2026-01-05,9,129,2,146
2270,5,1178,2026-01-05,10,129,2,145
2271,5,1200,2026-01-05,11,129,2,147
2272,5,1076,2026-01-05,12,128,2,144
2273,5,1110,2026-01-05,13,127,2,139
2274,5,1122,2026-01-05,14,127,2,135
2275,5,1247,2026-01-05,15,127,2,135
2276,5,1060,2026-01-05,16,125,2,128
2277,5,1061,2026-01-05,17,125,2,125
2278,5,1070,2026-01-05,18,125,2,129
2279,5,1202,2026-01-05,19,125,2,128
2280,5,1179,2026-01-05,20,122,2,112
2281,5,1195,2026-01-12,1,255,4,278
2282,5,1219,2026-01-12,2,244,4,224
2283,5,1168,2026-01-12,3,198,3,241
2284,5,1205,2026-01-12,4,198,3,242
2285,5,1267,2026-01-12,5,195,3,226
2286,5,1055,2026-01-12,6,190,3,201
2287,5,1225,2026-01-12,7,185,3,176
2288,5,1061,2026-01-12,8,183,3,166
2289,5,1075,2026-01-12,9,182,3,162
2290,5,1220,2026-01-12,10,177,3,136
2291,5,1098,2026-01-12,11,137,2,189
2292,5,1141,2026-01-12,12,132,2,164
2293,5,1252,2026-01-12,13,131,2,156
2294,5,1078,2026-01-12,14,130,2,150
2295,5,1108,2026-01-12,15,128,2,141
2296,5,1207,2026-01-12,16,128,2,141
2297,5,1132,2026-01-12,17,127,2,138
2298,5,1233,2026-01-12,18,127,2,138
2299,5,1120,2026-01-12,19,126,2,131
2300,5,1154,2026-01-12,20,125,2,126
2301,5,1262,2026-01-19,1,200,3,252
2302,5,1253,2026-01-19,2,193,3,215
2303,5,1075,2026-01-19,3,191,3,209
2304,5,1085,2026-01-19,4,191,3,205
2305,5,1248,2026-01-19,5,187,3,187
2306,5,1174,2026-01-19,6,176,3,134
2307,5,1184,2026-01-19,7,176,3,132
2308,5,1254,2026-01-19,8,169,3,98
2309,5,1054,2026-01-19,9,131,2,155
2310,5,1251,2026-01-19,10,130,2,150
2311,5,1202,2026-01-19,11,129,2,147
2312,5,1099,2026-01-19,12,128,2,140
2313,5,1141,2026-01-19,13,128,2,143
2314,5,1147,2026-01-19,14,127,2,139
2315,5,1094,2026-01-19,15,126,2,134
2316,5,1164,2026-01-19,16,126,2,130
2317,5,1207,2026-01-19,17,126,2,133
2318,5,1133,2026-01-19,18,125,2,127
2319,5,1225,2026-01-19,19,125,2,127
2320,5,1168,2026-01-19,20,124,2,123
2321,5,1079,2026-01-26,1,255,4,275
2322,5,1040,2026-01-26,2,252,4,264
2323,5,1255,2026-01-26,3,249,4,248
2324,5,1267,2026-01-26,4,194,3,223
2325,5,1103,2026-01-26,5,190,3,204
2326,5,1130,2026-01-26,6,190,3,200
2327,5,1257,2026-01-26,7,190,3,202
2328,5,1243,2026-01-26,8,189,3,198
2329,5,1110,2026-01-26,9,188,3,194
2330,5,1149,2026-01-26,10,188,3,193
2331,5,1242,2026-01-26,11,184,3,170
2332,5,1094,2026-01-26,12,182,3,163
2333,5,1151,2026-01-26,13,182,3,160
2334,5,1034,2026-01-26,14,179,3,145
2335,5,1119,2026-01-26,15,179,3,147
2336,5,1225,2026-01-26,16,177,3,135
2337,5,1172,2026-01-26,17,132,2,160
2338,5,1180,2026-01-26,18,132,2,161
2339,5,1160,2026-01-26,19,129,2,145
2340,5,1200,2026-01-26,20,129,2,149
2341,5,1222,2026-02-02,1,189,3,195
2342,5,1073,2026-02-02,2,187,3,185
2343,5,1215,2026-02-02,3,185,3,175
2344,5,1037,2026-02-02,4,184,3,170
2345,5,1179,2026-02-02,5,182,3,162
2346,5,1143,2026-02-02,6,139,2,196
2347,5,1267,2026-02-02,7,139,2,196
2348,5,1169,2026-02-02,8,133,2,165
2349,5,1243,2026-02-02,9,133,2,168
2350,5,1104,2026-02-02,10,130,2,153
2351,5,1189,2026-02-02,11,130,2,151
2352,5,1155,2026-02-02,12,129,2,146
2353,5,1123,2026-02-02,13,127,2,135
2354,5,1144,2026-02-02,14,125,2,129
2355,5,1175,2026-02-02,15,125,2,128
2356,5,1242,2026-02-02,16,124,2,120
2357,5,1188,2026-02-02,17,117,2,85
2358,5,1240,2026-02-02,18,117,2,89
2359,5,1263,2026-02-02,19,117,2,86
2360,5,1070,2026-02-02,20,116,2,84
2361,5,1269,2026-02-09,1,330,5,401
2362,5,1162,2026-02-09,2,320,5,350
2363,5,1225,2026-02-09,3,259,4,298
2364,5,1151,2026-02-09,4,246,4,233
2365,5,1169,2026-02-09,5,241,4,207
2366,5,1126,2026-02-09,6,240,4,200
2367,5,1076,2026-02-09,7,191,3,205
2368,5,1248,2026-02-09,8,187,3,185
2369,5,1110,2026-02-09,9,186,3,184
2370,5,1168,2026-02-09,10,184,3,171
2371,5,1075,2026-02-09,11,183,3,165
2372,5,1267,2026-02-09,12,183,3,165
2373,5,1049,2026-02-09,13,180,3,151
2374,5,1122,2026-02-09,14,180,3,154
2375,5,1066,2026-02-09,15,171,3,105
2376,5,1073,2026-02-09,16,136,2,184
2377,5,1120,2026-02-09,17,136,2,181
2378,5,1260,2026-02-09,18,135,2,179
2379,5,1166,2026-02-09,19,134,2,171
2380,5,1055,2026-02-09,20,130,2,154
2381,5,1062,2026-02-16,1,371,6,355
2382,5,1258,2026-02-16,2,313,5,318
2383,5,1070,2026-02-16,3,309,5,299
2384,5,1265,2026-02-16,4,303,5,267
2385,5,1260,2026-02-16,5,297,5,235
2386,5,1247,2026-02-16,6,255,4,276
2387,5,1118,2026-02-16,7,248,4,243
2388,5,1099,2026-02-16,8,245,4,229
2389,5,1185,2026-02-16,9,244,4,220
2390,5,1242,2026-02-16,10,235,4,177
2391,5,1047,2026-02-16,11,195,3,226
2392,5,1098,2026-02-16,12,193,3,216
2393,5,1189,2026-02-16,13,188,3,193
2394,5,1119,2026-02-16,14,185,3,179
2395,5,1214,2026-02-16,15,185,3,175
2396,5,1249,2026-02-16,16,185,3,175
2397,5,1100,2026-02-16,17,184,3,170
2398,5,1124,2026-02-16,18,183,3,168
2399,5,1152,2026-02-16,19,183,3,165
2400,5,1224,2026-02-16,20,183,3,168
2401,5,1110,2026-02-23,1,387,6,438
2402,5,1253,2026-02-23,2,269,4,346
2403,5,1166,2026-02-23,3,259,4,297
2404,5,1192,2026-02-23,4,253,4,267
2405,5,1200,2026-02-23,5,250,4,251
2406,5,1115,2026-02-23,6,247,4,239
2407,5,1217,2026-02-23,7,245,4,226
2408,5,1076,2026-02-23,8,243,4,216
2409,5,1248,2026-02-23,9,242,4,210
2410,5,1255,2026-02-23,10,195,3,226
2411,5,1061,2026-02-23,11,194,3,224
2412,5,1159,2026-02-23,12,192,3,210
2413,5,1188,2026-02-23,13,191,3,207
2414,5,1141,2026-02-23,14,190,3,202
2415,5,1265,2026-02-23,15,189,3,199
2416,5,1266,2026-02-23,16,189,3,196
2417,5,1102,2026-02-23,17,188,3,191
2418,5,1175,2026-02-23,18,186,3,183
2419,5,1044,2026-02-23,19,184,3,170
2420,5,1256,2026-02-23,20,182,3,162
2421,5,1205,2026-03-02,1,261,4,305
2422,5,1113,2026-03-02,2,198,3,244
2423,5,1257,2026-03-02,3,190,3,202
2424,5,1146,2026-03-02,4,188,3,190
2425,5,1166,2026-03-02,5,180,3,150
2426,5,1072,2026-03-02,6,179,3,146
2427,5,1099,2026-03-02,7,135,2,178
2428,5,1269,2026-03-02,8,132,2,164
2429,5,1086,2026-03-02,9,131,2,157
2430,5,1040,2026-03-02,10,130,2,150
2431,5,1176,2026-03-02,11,130,2,152
2432,5,1206,2026-03-02,12,129,2,145
2433,5,1036,2026-03-02,13,128,2,141
2434,5,1126,2026-03-02,14,128,2,144
2435,5,1179,2026-03-02,15,128,2,143
2436,5,1200,2026-03-02,16,127,2,139
2437,5,1182,2026-03-02,17,125,2,128
2438,5,1110,2026-03-02,18,124,2,123
2439,5,1152,2026-03-02,19,124,2,124
2440,5,1159,2026-03-02,20,124,2,121
2441,5,1190,2026-03-09,1,326,5,381
2442,5,1155,2026-03-09,2,297,5,236
2443,5,1108,2026-03-09,3,251,4,258
2444,5,1124,2026-03-09,4,245,4,225
2445,5,1042,2026-03-09,5,241,4,205
2446,5,1074,2026-03-09,6,239,4,198
2447,5,1037,2026-03-09,7,237,4,186
2448,5,1141,2026-03-09,8,206,3,284
2449,5,1076,2026-03-09,9,194,3,224
2450,5,1256,2026-03-09,10,183,3,169
2451,5,1055,2026-03-09,11,181,3,156
2452,5,1130,2026-03-09,12,178,3,142
2453,5,1070,2026-03-09,13,140,2,203
2454,5,1126,2026-03-09,14,133,2,166
2455,5,1182,2026-03-09,15,132,2,160
2456,5,1217,2026-03-09,16,132,2,164
2457,5,1205,2026-03-09,17,131,2,155
2458,5,1231,2026-03-09,18,131,2,157
2459,5,1262,2026-03-09,19,131,2,156
2460,5,1120,2026-03-09,20,130,2,153
2461,5,1124,2026-03-16,1,342,5,464
2462,5,1095,2026-03-16,2,261,4,308
2463,5,1195,2026-03-16,3,213,3,319
2464,5,1170,2026-03-16,4,207,3,288
2465,5,1119,2026-03-16,5,205,3,275
2466,5,1253,2026-03-16,6,205,3,279
2467,5,1166,2026-03-16,7,203,3,267
2468,5,1033,2026-03-16,8,201,3,258
2469,5,1227,2026-03-16,9,195,3,225
2470,5,1086,2026-03-16,10,192,3,211
2471,5,1040,2026-03-16,11,191,3,209
2472,5,1263,2026-03-16,12,191,3,208
2473,5,1100,2026-03-16,13,188,3,190
2474,5,1179,2026-03-16,14,186,3,180
2475,5,1174,2026-03-16,15,185,3,175
2476,5,1085,2026-03-16,16,177,3,137
2477,5,1104,2026-03-16,17,149,2,248
2478,5,1219,2026-03-16,18,145,2,229
2479,5,1139,2026-03-16,19,143,2,219
2480,5,1231,2026-03-16,20,141,2,208
2481,5,1180,2026-03-23,1,386,6,431
2482,5,1189,2026-03-23,2,373,6,369
2483,5,1233,2026-03-23,3,313,5,318
2484,5,1224,2026-03-23,4,308,5,293
2485,5,1088,2026-03-23,5,259,4,298
2486,5,1130,2026-03-23,6,252,4,263
2487,5,1168,2026-03-23,7,244,4,220
2488,5,1195,2026-03-23,8,242,4,214
2489,5,1198,2026-03-23,9,233,4,166
2490,5,1260,2026-03-23,10,230,4,150
2491,5,1044,2026-03-23,11,194,3,220
2492,5,1175,2026-03-23,12,194,3,222
2493,5,1033,2026-03-23,13,190,3,203
2494,5,1266,2026-03-23,14,190,3,204
2495,5,1151,2026-03-23,15,187,3,186
2496,5,1256,2026-03-23,16,187,3,185
2497,5,1071,2026-03-23,17,185,3,176
2498,5,1054,2026-03-23,18,184,3,170
2499,5,1222,2026-03-23,19,183,3,168
2500,5,1082,2026-03-23,20,182,3,160
2501,5,1206,2026-03-30,1,386,6,430
2502,5,1179,2026-03-30,2,273,4,366
2503,5,1137,2026-03-30,3,264,4,322
2504,5,1143,2026-03-30,4,263,4,315
2505,5,1071,2026-03-30,5,216,3,330
2506,5,1047,2026-03-30,6,212,3,314
2507,5,1060,2026-03-30,7,208,3,290
2508,5,1166,2026-03-30,8,206,3,281
2509,5,1180,2026-03-30,9,204,3,270
2510,5,1225,2026-03-30,10,202,3,262
2511,5,1207,2026-03-30,11,193,3,217
2512,5,1152,2026-03-30,12,191,3,208
2513,5,1133,2026-03-30,13,188,3,191
2514,5,1164,2026-03-30,14,188,3,190
2515,5,1189,2026-03-30,15,187,3,188
2516,5,1201,2026-03-30,16,187,3,186
2517,5,1249,2026-03-30,17,184,3,170
2518,5,1192,2026-03-30,18,181,3,159
2519,5,1269,2026-03-30,19,180,3,151
2520,5,1110,2026-03-30,20,179,3,147
2521,5,1132,2026-04-06,1,317,5,339
2522,5,1104,2026-04-06,2,263,4,315
2523,5,1179,2026-04-06,3,254,4,271
2524,5,1159,2026-04-06,4,253,4,267
2525,5,1164,2026-04-06,5,253,4,267
2526,5,1114,2026-04-06,6,249,4,246
2527,5,1171,2026-04-06,7,249,4,246
2528,5,1062,2026-04-06,8,248,4,240
2529,5,1080,2026-04-06,9,247,4,236
2530,5,1256,2026-04-06,10,245,4,225
2531,5,1151,2026-04-06,11,238,4,194
2532,5,1100,2026-04-06,12,198,3,244
2533,5,1054,2026-04-06,13,197,3,239
2534,5,1165,2026-04-06,14,197,3,238
2535,5,1120,2026-04-06,15,195,3,225
2536,5,1249,2026-04-06,16,195,3,227
2537,5,1032,2026-04-06,17,194,3,222
2538,5,1047,2026-04-06,18,193,3,216
2539,5,1242,2026-04-06,19,193,3,218
2540,5,1103,2026-04-06,20,192,3,214
2541,5,1120,2026-04-13,1,385,6,428
2542,5,1091,2026-04-13,2,326,5,383
2543,5,1096,2026-04-13,3,322,5,363
2544,5,1100,2026-04-13,4,263,4,317
2545,5,1074,2026-04-13,5,262,4,312
2546,5,1067,2026-04-13,6,261,4,307
2547,5,1143,2026-04-13,7,261,4,305
